Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
9,"M Yıldırım, E Geçer, H Bağcı","The mediating role of social connectedness in the relationship between smartphone use and psychological adjustment problems in Turkish youth",2024,"Discover Psychology","Springer","https://link.springer.com/article/10.1007/s44202-024-00180-z","https://scholar.google.com/scholar?cites=15689800095426937643&as_sdt=2005&sciodt=2007&hl=en",107,"2026-04-01 00:54:51","HTML","10.1007/s44202-024-00180-z","",,,,,,9,4.50,3,3,2,"… psychological well-being and societal cohesion [23]. However, excessive smartphone usage is also associated with previous psychopathologies such as depression, anxiety and …","https://link.springer.com/article/10.1007/s44202-024-00180-z","https://scholar.google.com/scholar?q=related:KwPQBA9evdkJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
121,"CL Odgers, MR Jensen","Adolescent development and growing divides in the digital age",2020,"Dialogues in clinical neuroscience","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.31887/DCNS.2020.22.2/codgers","https://scholar.google.com/scholar?cites=649505373646404566&as_sdt=2005&sciodt=2007&hl=en",108,"2026-04-01 00:54:51","","10.31887/DCNS.2020.22.2","",,,,,,121,20.17,61,2,6,"… media, smartphone usage, and adolescents’ mental health, … adolescents’ mental health and their smartphone and social … are expected to increase significantly as youth are left with only …","https://www.tandfonline.com/doi/pdf/10.31887/DCNS.2020.22.2/codgers","https://scholar.google.com/scholar?q=related:1rvmM7KBAwkJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
77,"VA Goodyear, A Randhawa, P Adab…","School phone policies and their association with mental wellbeing, phone use, and social media use (SMART Schools): a cross-sectional observational study",2025,"The Lancet Regional …","thelancet.com","https://www.thelancet.com/journals/lanepe/article/PIIS2666-7762(25)00003-1/fulltext","https://scholar.google.com/scholar?cites=2645379149406850221&as_sdt=2005&sciodt=2007&hl=en",109,"2026-04-01 00:54:51","HTML","","",,,,,,77,77.00,19,4,1,"… strength of associations between smartphone/social media and mental wellbeing exist, and … Based on the literature on adolescent mental wellbeing, we identified four subgroup effects …","https://www.thelancet.com/journals/lanepe/article/PIIS2666-7762(25)00003-1/fulltext","https://scholar.google.com/scholar?q=related:rcyeEFJGtiQJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
28,"G Wood, V Goodyear, P Adab, H Al-Janabi, S Fenton…","Smartphones, social Media and Adolescent mental well-being: the impact of school policies Restricting dayTime use—protocol for a natural experimental …",2023,"BMJ open","bmjopen.bmj.com","https://bmjopen.bmj.com/content/13/7/e075832.abstract","https://scholar.google.com/scholar?cites=11129876211692462171&as_sdt=2005&sciodt=2007&hl=en",110,"2026-04-01 00:54:51","","","",,,,,,28,9.33,5,6,3,"… Within this age range we may also be able to observe potential differences in smartphone/social media use relationships with well-being.33 For example, year 8 pupils are likely to be …","https://bmjopen.bmj.com/content/bmjopen/13/7/e075832.full.pdf","https://scholar.google.com/scholar?q=related:W-D_J3JDdZoJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
30,"KA Allen","Commentary: A pilot digital intervention targeting loneliness in youth mental health",2020,"Frontiers in Psychiatry","frontiersin.org","https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2019.00959/full","https://scholar.google.com/scholar?cites=11929275626750905619&as_sdt=2005&sciodt=2007&hl=en",111,"2026-04-01 00:54:51","HTML","10.3389/fpsyt.2019.00959","",,,,,,30,5.00,30,1,6,"… Positive relationships are fundamental to our physical and psychological health and wellbeing, yet … This is the central aim of the +Connect smartphone app. The pilot of +Connect offers …","https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2019.00959/full","https://scholar.google.com/scholar?q=related:E402gPpMjaUJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
9,"Y Ko, S Kim, S Park","… for the problems of smartphone addiction in Korean youth: focusing on anxiety, depression, impulsiveness, self-control, self-esteem and smartphone …",2022,"Journal of …","Korean Society of public Health …","","https://scholar.google.com/scholar?cites=18425979473638092012&as_sdt=2005&sciodt=2007&hl=en",112,"2026-04-01 00:54:51","CITATION","","",,,,,,9,2.25,3,3,4,"","","https://scholar.google.com/scholar?q=related:7GzWzLQ6tv8J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
47,"S De Sá, A Baião, H Marques, MC Marques, MJ Reis…","The influence of smartphones on adolescent sleep: A systematic literature review",2023,"Nursing Reports","mdpi.com","https://www.mdpi.com/2039-4403/13/2/54","https://scholar.google.com/scholar?cites=10969835938823446616&as_sdt=2005&sciodt=2007&hl=en",113,"2026-04-01 00:54:51","HTML","","",,,,,,47,15.67,8,6,3,"… influence of the use of smartphones on adolescent sleep quality. (2) … smartphone use, insufficient sleep, and mental health … and consequent well-being and performance during the day. …","https://www.mdpi.com/2039-4403/13/2/54","https://scholar.google.com/scholar?q=related:WKDiaaqvPJgJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
26,"J Bantjes","Digital solutions to promote adolescent mental health: Opportunities and challenges for research and practice",2022,"PLoS Medicine","journals.plos.org","https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1004008","https://scholar.google.com/scholar?cites=10611263193799430902&as_sdt=2005&sciodt=2007&hl=en",114,"2026-04-01 00:54:51","HTML","","",,,,,,26,6.50,26,1,4,"… that came with the pandemic have driven up the demand for digital solutions to mental health … appropriate for expanding adolescent mental health services. Smartphone applications (…","https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1004008","https://scholar.google.com/scholar?q=related:9pKXZKfHQpMJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
853,"J Firth, J Torous, J Nicholas, R Carney…","Can smartphone mental health interventions reduce symptoms of anxiety? A meta-analysis of randomized controlled trials",2017,"Journal of affective …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165032717300150","https://scholar.google.com/scholar?cites=2717247261089671426&as_sdt=2005&sciodt=2007&hl=en",115,"2026-04-01 00:54:51","HTML","","",,,,,,853,94.78,171,5,9,"… delivered via smartphone devices can reduce anxiety. Future research should aim to develop pragmatic methods for implementing smartphone-based support for people with anxiety, …","https://www.sciencedirect.com/science/article/pii/S0165032717300150","https://scholar.google.com/scholar?q=related:AiknxPyZtSUJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
16,"Y Otsuka, Y Kaneita, O Itani, Y Matsumoto","The Japanese youth version of the smartphone addiction scale among the youth in Japan: reliability and validity assessment",2023,"… Journal of Mental Health and …","Springer","https://link.springer.com/article/10.1007/s11469-021-00594-z","https://scholar.google.com/scholar?cites=5318402647928640281&as_sdt=2005&sciodt=2007&hl=en",116,"2026-04-01 00:54:51","","10.1007/s11469-021-00594-z","",,,,,,16,5.33,4,4,3,"… information on smartphone usage in Japanese youth. The SASJ is a reliable and valid questionnaire that can be used to screen for high risk of smartphone overuse in Japanese youth. …","","https://scholar.google.com/scholar?q=related:GZNIugfDzkkJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
30,"Y Jin, W Xiong, X Liu, J An","Trait mindfulness and problematic smartphone use in Chinese early adolescent: the multiple mediating roles of negative affectivity and fear of missing out",2023,"Behavioral Sciences","mdpi.com","https://www.mdpi.com/2076-328X/13/3/222","https://scholar.google.com/scholar?cites=3446123649414656471&as_sdt=2005&sciodt=2007&hl=en",117,"2026-04-01 00:54:51","HTML","","",,,,,,30,10.00,8,4,3,"… -mediated role, and depression, anxiety, and loneliness played a … -term effects of problematic smartphone use by reducing … self-regulation and well-being. Findings have implications for …","https://www.mdpi.com/2076-328X/13/3/222","https://scholar.google.com/scholar?q=related:1_FuZzMX0y8J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
45,"M Yang, ECH Ngai, X Hu, B Hu, J Liu…","Digital phenotyping and feature extraction on smartphone data for depression detection",2025,"Proceedings of the …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10915577/","https://scholar.google.com/scholar?cites=16836660823167059998&as_sdt=2005&sciodt=2007&hl=en",118,"2026-04-01 00:54:51","","","",,,,,,45,45.00,8,6,1,"… extracting digital phenotypes of depression, issues such as … feature extraction algorithms based on smartphone sensor data, … in depression detection research utilizing smartphone data. …","https://ieeexplore.ieee.org/iel8/5/4357935/10915577.pdf","https://scholar.google.com/scholar?q=related:HsibcNDVp-kJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
11,"S Park, J Choi","Subjective symptom of visual display terminal syndrome and state anxiety in adolescent smartphone users",2015,"International Journal of Contents","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/9f8e/dc154d33b49582d01db1e3b91e2b82aec081.pdf","https://scholar.google.com/scholar?cites=3459443852021324965&as_sdt=2005&sciodt=2007&hl=en",119,"2026-04-01 00:54:51","PDF","","",,,,,,11,1.00,6,2,11,"… adolescent, we followed here with the definition provided by the Framework Act on Juveniles of Korea. In this study, adolescent … and mental health of adolescent smartphone users. This …","https://pdfs.semanticscholar.org/9f8e/dc154d33b49582d01db1e3b91e2b82aec081.pdf","https://scholar.google.com/scholar?q=related:pdwjwNppAjAJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
15,"MF Huang, YP Chang, WH Lu, CF Yen","… smartphone use and its associations with sexual minority stressors, gender nonconformity, and mental health problems among young adult lesbian, gay, and …",2022,"International journal of …","mdpi.com","https://www.mdpi.com/1660-4601/19/9/5780","https://scholar.google.com/scholar?cites=5573816970424389562&as_sdt=2005&sciodt=2007&hl=en",120,"2026-04-01 00:54:51","HTML","","",,,,,,15,3.75,4,4,4,"… PSU was significantly associated with depression and anxiety in LGB individuals. Although temporal relationships between PSU and depression and anxiety could not be determined in …","https://www.mdpi.com/1660-4601/19/9/5780","https://scholar.google.com/scholar?q=related:uo8w1QAtWk0J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
0,"CA Modica, K Bailey","Bidirectional Longitudinal Associations Between Emotional Regulation, Perceived Stress, and Multiple Indices of Smartphone Use Among Young-Adult Women",2025,"International Journal of Human–Computer …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/10447318.2025.2594151","",121,"2026-04-01 00:54:51","","10.1080/10447318.2025.2594151","",,,,,,0,0.00,0,2,1,"… stress and indices of smartphone use, as well as emotion regulation and indices of smartphone … longitudinal associations between perceived stress and smartphone pervasiveness, and …","","https://scholar.google.com/scholar?q=related:SgpHDWkuAeMJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
131,"JE Bettmann, G Anstadt, B Casselman…","Young adult depression and anxiety linked to social media use: Assessment and treatment",2021,"Clinical Social Work …","Springer","https://link.springer.com/article/10.1007/s10615-020-00752-1","https://scholar.google.com/scholar?cites=830309118524780459&as_sdt=2005&sciodt=2007&hl=en",122,"2026-04-01 00:54:51","","10.1007/s10615-020-00752-1","",,,,,,131,26.20,33,4,5,"… Smartphone use within young adult populations also is extremely high: estimates of undergraduate smartphone … linking social media use with depression and anxiety and utilize a …","","https://scholar.google.com/scholar?q=related:q-9vf77ZhQsJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
72,"J Long, P Wang, S Liu, L Lei","Materialism and adolescent problematic smartphone use: The mediating role of fear of missing out and the moderating role of narcissism",2021,"Current Psychology","Springer","https://link.springer.com/article/10.1007/s12144-019-00526-0","https://scholar.google.com/scholar?cites=6323568004302087180&as_sdt=2005&sciodt=2007&hl=en",123,"2026-04-01 00:54:51","","10.1007/s12144-019-00526-0","",,,,,,72,14.40,18,4,5,"… to adolescent problematic smartphone use. … to adolescent problematic smartphone use, which has important implications for the prevention and intervention of problematic smartphone …","","https://scholar.google.com/scholar?q=related:DKRzoZjTwVcJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
28,"H Pang","Is smartphone creating a better life? Exploring the relationships of the smartphone practices, social capital and psychological well-being among college students",2017,"International Journal of Advanced Media and …","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJAMC.2017.089346","https://scholar.google.com/scholar?cites=59430699891831989&as_sdt=2005&sciodt=2007&hl=en",124,"2026-04-01 00:54:51","","10.1504/IJAMC.2017.089346","",,,,,,28,3.11,28,1,9,"… of smartphone use such as addiction and social interaction anxiety (Lee et al., 2014; Wu et al., 2013). The focus of this study is not negative impacts of such technologies on youth given …","https://www.researchgate.net/profile/Hua-Pang-7/publication/322627953_Is_smartphone_creating_a_better_life_Exploring_the_relationships_of_the_smartphone_practices_social_capital_and_psychological_well-being_among_college_students/links/5b07cd5d0f7e9b1ed7f26e33/Is-smartphone-creating-a-better-life-Exploring-the-relationships-of-the-smartphone-practices-social-capital-and-psychological-well-being-among-college-students.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9","https://scholar.google.com/scholar?q=related:tTTOG-gj0wAJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
43,"AB Temkin, J Schild, A Falk…","Mobile apps for youth anxiety disorders: A review of the evidence and forecast of future innovations.",2020,"… : Research and Practice","psycnet.apa.org","https://psycnet.apa.org/fulltext/2020-50595-001.html","https://scholar.google.com/scholar?cites=8352290391357945777&as_sdt=2005&sciodt=2007&hl=en",125,"2026-04-01 00:54:51","","","",,,,,,43,7.17,11,4,6,"… data on smartphone apps targeting anxiety disorders for youth and … , and unique features of smartphone apps with an evidence … app-based treatments for youth and young adult anxiety. …","","https://scholar.google.com/scholar?q=related:sXfMzdtL6XMJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
189,"MA Lapierre, P Zhao, BE Custer","Short-term longitudinal relationships between smartphone use/dependency and psychological well-being among late adolescents",2019,"Journal of Adolescent Health","Elsevier","https://www.sciencedirect.com/science/article/pii/S1054139X19303374","https://scholar.google.com/scholar?cites=13088236687769047703&as_sdt=2005&sciodt=2007&hl=en",126,"2026-04-01 00:54:51","","","",,,,,,189,27.00,63,3,7,"… The findings reveal that smartphone engagement is a significant predictor of subsequent … of smartphone engagement on adolescent well-being. In just over a decade, the smartphone …","https://www.jahonline.org/article/S1054-139X(19)30337-4/pdf","https://scholar.google.com/scholar?q=related:l5K1TuzBorUJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
106,"H Gül, S Fırat, M Sertçelik, A Gül, Y Gürel…","Cyberbullying among a clinical adolescent sample in Turkey: effects of problematic smartphone use, psychiatric symptoms, and emotion regulation difficulties",2019,"Psychiatry and Clinical …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/24750573.2018.1472923","https://scholar.google.com/scholar?cites=650133585300110072&as_sdt=2005&sciodt=2007&hl=en",127,"2026-04-01 00:54:51","","10.1080/24750573.2018.1472923","",,,,,,106,15.14,18,6,7,"… victimization, examine relationships between problematic smartphone (SP) use (PSU), psychiatric symptoms and emotion regulation difficulties in a clinical adolescent sample. Also, we …","https://www.tandfonline.com/doi/pdf/10.1080/24750573.2018.1472923","https://scholar.google.com/scholar?q=related:-DpdIA29BQkJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
213,"AR Wasil, KE Venturo-Conerly, RM Shingleton…","A review of popular smartphone apps for depression and anxiety: assessing the inclusion of evidence-based content",2019,"Behaviour research and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0005796719301846","https://scholar.google.com/scholar?cites=6685689361970195684&as_sdt=2005&sciodt=2007&hl=en",128,"2026-04-01 00:54:51","","","",,,,,,213,30.43,53,4,7,"… and anxiety have acquired millions of users, yet little is known about whether they include … to which popular mental health applications (MH apps) for depression and anxiety contain …","https://osf.io/preprints/psyarxiv/zp362","https://scholar.google.com/scholar?q=related:5GzXag1XyFwJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
15,"M Liebherr, A Heyder, J Brailovskaia…","… Digital Media-use Effects (d-MUsE) Model: A comprehensive framework for exploring/studying functional and dysfunctional effects on adolescent wellbeing",2025,"Journal of behavioral …","akjournals.com","https://akjournals.com/view/journals/2006/14/1/article-p100.xml","https://scholar.google.com/scholar?cites=14112317848459901811&as_sdt=2005&sciodt=2007&hl=en",129,"2026-04-01 00:54:51","HTML","","",,,,,,15,15.00,4,4,1,"… A comprehensive review of existing literature was conducted to explore the interplay between digital media use and its effects on child and adolescent well-being. The study employs …","https://akjournals.com/view/journals/2006/14/1/article-p100.xml","https://scholar.google.com/scholar?q=related:c3vbGlAG2cMJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
10,"A Mason, T Winter, BC Riordan, MD Griffiths, D Scarf","Evaluation of the English version of the Smartphone Application-Based Addiction Scale (SABAS) among an adolescent sample",2022,"Psych","mdpi.com","https://www.mdpi.com/2624-8611/4/4/71","https://scholar.google.com/scholar?cites=14816188470942786066&as_sdt=2005&sciodt=2007&hl=en",130,"2026-04-01 00:54:51","HTML","","",,,,,,10,2.50,2,5,4,"… A total of 1031 students completed all questions related to smartphone use and symptoms of depression and anxiety and were used in the current analysis. A further 832 students (from …","https://www.mdpi.com/2624-8611/4/4/71","https://scholar.google.com/scholar?q=related:EmLIL-qsnc0J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
